203	5.9531724	10.947951	16.901123	44.735463	52.713877
210	6.7955301	7.2649382	14.060468	51.035588	50.586455
212	5.5230238	12.122214	17.645238	45.755731	194.43002
217	5.0167808	11.631421	16.648202	45.809272	70.943399
219	5.258051	11.380245	16.638296	40.736975	203.33765
223	6.3001413	8.4201696	14.720311	49.529217	292.1267
225	5.7347072	12.761006	18.495713	46.253477	0.0446691
227	6.4072007	9.8127087	16.219909	43.72061	184.59532
227	7.4479506	6.8798971	14.327847	48.338092	5.7897161
238	6.0410534	9.2885814	15.329634	52.4049	284.57807
240	6.9254955	4.251291	11.176786	42.329763	340.20437
242	5.7409778	11.575286	17.316263	47.744426	256.56681
251	6.3350961	11.641005	17.976101	44.666346	218.05544
257	6.0147743	12.633338	18.648112	43.263869	67.98429
261	8.5724576	1.8475492	10.420006	61.517971	200.22348
262	5.2062472	14.502642	19.708889	47.375145	183.94227
264	6.541675	8.465838	15.007513	53.258907	291.0613
266	10.027935	1.3678968	11.395832	47.536887	64.90899
268	4.9978439	15.525394	20.523238	48.072184	321.68612
271	5.2797155	12.553305	17.83302	49.830163	193.03709
273	5.9740433	12.842953	18.816996	44.836135	146.63592
273	7.7257874	5.5431652	13.268952	45.331168	337.31739
275	7.5050886	4.8892194	12.394308	55.760287	73.863228
289	9.7981792	1.0587723	10.856951	54.95095	70.844726
296	9.4311524	1.9081236	11.339276	53.912198	59.120192
297	6.7043947	6.8688091	13.573203	52.505249	205.08872
304	4.5254828	18.402682	22.928165	46.037771	69.082162
308	6.730386	8.4617788	15.192164	47.723462	72.536406
311	4.6695466	16.590987	21.260534	47.417491	130.0435
313	8.0191127	5.8749383	13.894051	45.214066	322.42756
317	5.5231846	12.83389	18.357075	49.054354	71.857827
322	7.6708927	3.9571045	11.627997	61.296186	145.85144
325	5.1222567	12.630621	17.752878	52.64931	53.057313
334	8.7711349	1.8808788	10.652013	60.533901	114.91858
337	4.4708785	20.377473	24.848352	44.498758	289.46786
338	4.9059423	15.1039	20.009842	49.651709	338.13138
343	5.8946142	10.556691	16.451306	53.359825	4.6091054
351	8.4049247	3.0052573	11.410182	59.692273	146.55027
355	6.5225745	7.9802528	14.502827	52.954712	35.001306
358	6.6173862	8.1565905	14.773976	61.25789	216.93168
359	5.2363237	16.137149	21.373472	46.536993	147.52782
367	8.5715398	3.6693145	12.240854	52.153723	35.56139
370	8.0564947	5.2710276	13.327522	45.904941	207.37417
379	5.4165123	10.699726	16.116238	55.050766	343.81791
384	8.0126211	3.8187286	11.831349	55.382307	185.0502
386	8.2063847	3.2415274	11.447912	56.464179	352.89297
388	7.013572	8.8683732	15.881945	60.78968	122.07017
389	6.238336	8.8209448	15.05928	52.410786	71.103249
394	5.4699609	16.312705	21.782666	56.522972	48.203391
